,Statement Description,topics,label,0,1,2,3,4,5,6,7,8,
1219,"data analytics is a set of techniques used to manipulate  (often) large volumes of data to recognize, block, divert,  and respond to cyberattacks. monitoring real-time  network activities enables agile decision making,  detection of suspected malicious activities, utilization of  a real-time visualization dashboard, and employment of  a set of hardware and software to manage such detected  suspicious activities. this topic includes definitions; the differences between  security control and security analytic software and tools;  the type and classifications of analytic tools and  techniques (with examples such as opensoc); collect,  filter, integrate and link diverse types of security event  information; how security analytics tools work; the  relationship between analytic software and tools and  forensics; differences between forensic tools and  analytic tool; network forensics (to include packet  analysis, tools, windows, linux, unix, mobile);  differences between cyber forensics (social media for  example) and network forensics ","types and classifications of analytic tools and techniques (e.g., opensoc)",7,0,0,0,0,0,0,0,1,0,
1220,"data analytics is a set of techniques used to manipulate  (often) large volumes of data to recognize, block, divert,  and respond to cyberattacks. monitoring real-time  network activities enables agile decision making,  detection of suspected malicious activities, utilization of  a real-time visualization dashboard, and employment of  a set of hardware and software to manage such detected  suspicious activities. this topic includes definitions; the differences between  security control and security analytic software and tools;  the type and classifications of analytic tools and  techniques (with examples such as opensoc); collect,  filter, integrate and link diverse types of security event  information; how security analytics tools work; the  relationship between analytic software and tools and  forensics; differences between forensic tools and  analytic tool; network forensics (to include packet  analysis, tools, windows, linux, unix, mobile);  differences between cyber forensics (social media for  example) and network forensics ","collect, filter, integrate, and link diverse types of security event information",7,0,0,0,0,0,0,0,1,0,
1221,"data analytics is a set of techniques used to manipulate  (often) large volumes of data to recognize, block, divert,  and respond to cyberattacks. monitoring real-time  network activities enables agile decision making,  detection of suspected malicious activities, utilization of  a real-time visualization dashboard, and employment of  a set of hardware and software to manage such detected  suspicious activities. this topic includes definitions; the differences between  security control and security analytic software and tools;  the type and classifications of analytic tools and  techniques (with examples such as opensoc); collect,  filter, integrate and link diverse types of security event  information; how security analytics tools work; the  relationship between analytic software and tools and  forensics; differences between forensic tools and  analytic tool; network forensics (to include packet  analysis, tools, windows, linux, unix, mobile);  differences between cyber forensics (social media for  example) and network forensics ",how security analytics tools work,7,0,0,0,0,0,0,0,1,0,
1222,"data analytics is a set of techniques used to manipulate  (often) large volumes of data to recognize, block, divert,  and respond to cyberattacks. monitoring real-time  network activities enables agile decision making,  detection of suspected malicious activities, utilization of  a real-time visualization dashboard, and employment of  a set of hardware and software to manage such detected  suspicious activities. this topic includes definitions; the differences between  security control and security analytic software and tools;  the type and classifications of analytic tools and  techniques (with examples such as opensoc); collect,  filter, integrate and link diverse types of security event  information; how security analytics tools work; the  relationship between analytic software and tools and  forensics; differences between forensic tools and  analytic tool; network forensics (to include packet  analysis, tools, windows, linux, unix, mobile);  differences between cyber forensics (social media for  example) and network forensics ",relationship between analytic software tools and forensics,7,0,0,0,0,0,0,0,1,0,
1223,"data analytics is a set of techniques used to manipulate  (often) large volumes of data to recognize, block, divert,  and respond to cyberattacks. monitoring real-time  network activities enables agile decision making,  detection of suspected malicious activities, utilization of  a real-time visualization dashboard, and employment of  a set of hardware and software to manage such detected  suspicious activities. this topic includes definitions; the differences between  security control and security analytic software and tools;  the type and classifications of analytic tools and  techniques (with examples such as opensoc); collect,  filter, integrate and link diverse types of security event  information; how security analytics tools work; the  relationship between analytic software and tools and  forensics; differences between forensic tools and  analytic tool; network forensics (to include packet  analysis, tools, windows, linux, unix, mobile);  differences between cyber forensics (social media for  example) and network forensics ",differences between forensic tools and analytic tools,7,0,0,0,0,0,0,0,1,0,
1224,"data analytics is a set of techniques used to manipulate  (often) large volumes of data to recognize, block, divert,  and respond to cyberattacks. monitoring real-time  network activities enables agile decision making,  detection of suspected malicious activities, utilization of  a real-time visualization dashboard, and employment of  a set of hardware and software to manage such detected  suspicious activities. this topic includes definitions; the differences between  security control and security analytic software and tools;  the type and classifications of analytic tools and  techniques (with examples such as opensoc); collect,  filter, integrate and link diverse types of security event  information; how security analytics tools work; the  relationship between analytic software and tools and  forensics; differences between forensic tools and  analytic tool; network forensics (to include packet  analysis, tools, windows, linux, unix, mobile);  differences between cyber forensics (social media for  example) and network forensics ","network forensics (including packet analysis, tools, windows, linux, unix, mobile)",7,0,0,0,0,0,0,0,1,0,
1225,"data analytics is a set of techniques used to manipulate  (often) large volumes of data to recognize, block, divert,  and respond to cyberattacks. monitoring real-time  network activities enables agile decision making,  detection of suspected malicious activities, utilization of  a real-time visualization dashboard, and employment of  a set of hardware and software to manage such detected  suspicious activities. this topic includes definitions; the differences between  security control and security analytic software and tools;  the type and classifications of analytic tools and  techniques (with examples such as opensoc); collect,  filter, integrate and link diverse types of security event  information; how security analytics tools work; the  relationship between analytic software and tools and  forensics; differences between forensic tools and  analytic tool; network forensics (to include packet  analysis, tools, windows, linux, unix, mobile);  differences between cyber forensics (social media for  example) and network forensics ","differences between cyber forensics (e.g., social media) and network forensics",7,0,0,0,0,0,0,0,1,0,
1226,"collection, analysis, and dissemination of security information including but not limited to threats and  adversary capabilities. in this topic, tools and techniques should be explored to  include data collection and aggregation, data mining,  data analytics, statistical analysis. examples of sources  for security intelligence include siem for internal data,  and public and private intelligence services for external  data. dissemination includes an understanding of the  information sharing and analysis center approach as  well organizations like infragard ",collection methods,7,0,0,0,0,0,0,0,1,0,
1227,"collection, analysis, and dissemination of security information including but not limited to threats and  adversary capabilities. in this topic, tools and techniques should be explored to  include data collection and aggregation, data mining,  data analytics, statistical analysis. examples of sources  for security intelligence include siem for internal data,  and public and private intelligence services for external  data. dissemination includes an understanding of the  information sharing and analysis center approach as  well organizations like infragard ",data aggregation,7,0,0,0,0,0,0,0,1,0,
1228,"collection, analysis, and dissemination of security information including but not limited to threats and  adversary capabilities. in this topic, tools and techniques should be explored to  include data collection and aggregation, data mining,  data analytics, statistical analysis. examples of sources  for security intelligence include siem for internal data,  and public and private intelligence services for external  data. dissemination includes an understanding of the  information sharing and analysis center approach as  well organizations like infragard ",data mining techniques,7,0,0,0,0,0,0,0,1,0,
1229,"collection, analysis, and dissemination of security information including but not limited to threats and  adversary capabilities. in this topic, tools and techniques should be explored to  include data collection and aggregation, data mining,  data analytics, statistical analysis. examples of sources  for security intelligence include siem for internal data,  and public and private intelligence services for external  data. dissemination includes an understanding of the  information sharing and analysis center approach as  well organizations like infragard ",data analytics approaches,7,0,0,0,0,0,0,0,1,0,
1230,"collection, analysis, and dissemination of security information including but not limited to threats and  adversary capabilities. in this topic, tools and techniques should be explored to  include data collection and aggregation, data mining,  data analytics, statistical analysis. examples of sources  for security intelligence include siem for internal data,  and public and private intelligence services for external  data. dissemination includes an understanding of the  information sharing and analysis center approach as  well organizations like infragard ",statistical analysis methods,7,0,0,0,0,0,0,0,1,0,
1231,"collection, analysis, and dissemination of security information including but not limited to threats and  adversary capabilities. in this topic, tools and techniques should be explored to  include data collection and aggregation, data mining,  data analytics, statistical analysis. examples of sources  for security intelligence include siem for internal data,  and public and private intelligence services for external  data. dissemination includes an understanding of the  information sharing and analysis center approach as  well organizations like infragard ",siem usage for internal data,7,0,0,0,0,0,0,0,1,0,
1232,"collection, analysis, and dissemination of security information including but not limited to threats and  adversary capabilities. in this topic, tools and techniques should be explored to  include data collection and aggregation, data mining,  data analytics, statistical analysis. examples of sources  for security intelligence include siem for internal data,  and public and private intelligence services for external  data. dissemination includes an understanding of the  information sharing and analysis center approach as  well organizations like infragard ",public intelligence services,7,0,0,0,0,0,0,0,1,0,
1233,"collection, analysis, and dissemination of security information including but not limited to threats and  adversary capabilities. in this topic, tools and techniques should be explored to  include data collection and aggregation, data mining,  data analytics, statistical analysis. examples of sources  for security intelligence include siem for internal data,  and public and private intelligence services for external  data. dissemination includes an understanding of the  information sharing and analysis center approach as  well organizations like infragard ",private intelligence services,7,0,0,0,0,0,0,0,1,0,
1234,"collection, analysis, and dissemination of security information including but not limited to threats and  adversary capabilities. in this topic, tools and techniques should be explored to  include data collection and aggregation, data mining,  data analytics, statistical analysis. examples of sources  for security intelligence include siem for internal data,  and public and private intelligence services for external  data. dissemination includes an understanding of the  information sharing and analysis center approach as  well organizations like infragard ",information sharing and analysis center approach,7,0,0,0,0,0,0,0,1,0,
1235,"collection, analysis, and dissemination of security information including but not limited to threats and  adversary capabilities. in this topic, tools and techniques should be explored to  include data collection and aggregation, data mining,  data analytics, statistical analysis. examples of sources  for security intelligence include siem for internal data,  and public and private intelligence services for external  data. dissemination includes an understanding of the  information sharing and analysis center approach as  well organizations like infragard ",infragard organization,7,0,0,0,0,0,0,0,1,0,
1236,"system administration works behind the scenes to  configure, operate, maintain, and troubleshoot the  technical system infrastructure that supports much of  modern life. prerequisite knowledge: basic understanding of  computer systems (windows/linux), networks (osi  model), software, and database (oracle/sql). ",configure technical systems,7,0,0,0,0,0,0,0,1,0,
1237,"system administration works behind the scenes to  configure, operate, maintain, and troubleshoot the  technical system infrastructure that supports much of  modern life. prerequisite knowledge: basic understanding of  computer systems (windows/linux), networks (osi  model), software, and database (oracle/sql). ",operate technical systems,7,0,0,0,0,0,0,0,1,0,
1238,"system administration works behind the scenes to  configure, operate, maintain, and troubleshoot the  technical system infrastructure that supports much of  modern life. prerequisite knowledge: basic understanding of  computer systems (windows/linux), networks (osi  model), software, and database (oracle/sql). ",maintain technical systems,7,0,0,0,0,0,0,0,1,0,
1239,"system administration works behind the scenes to  configure, operate, maintain, and troubleshoot the  technical system infrastructure that supports much of  modern life. prerequisite knowledge: basic understanding of  computer systems (windows/linux), networks (osi  model), software, and database (oracle/sql). ",troubleshoot technical systems,7,0,0,0,0,0,0,0,1,0,
1240,"system administration works behind the scenes to  configure, operate, maintain, and troubleshoot the  technical system infrastructure that supports much of  modern life. prerequisite knowledge: basic understanding of  computer systems (windows/linux), networks (osi  model), software, and database (oracle/sql). ",understand computer systems (windows linux),7,0,0,0,0,0,0,0,1,0,
1241,"system administration works behind the scenes to  configure, operate, maintain, and troubleshoot the  technical system infrastructure that supports much of  modern life. prerequisite knowledge: basic understanding of  computer systems (windows/linux), networks (osi  model), software, and database (oracle/sql). ",understand networks (osi model),7,0,0,0,0,0,0,0,1,0,
1242,"system administration works behind the scenes to  configure, operate, maintain, and troubleshoot the  technical system infrastructure that supports much of  modern life. prerequisite knowledge: basic understanding of  computer systems (windows/linux), networks (osi  model), software, and database (oracle/sql). ",understand software,7,0,0,0,0,0,0,0,1,0,
1243,"system administration works behind the scenes to  configure, operate, maintain, and troubleshoot the  technical system infrastructure that supports much of  modern life. prerequisite knowledge: basic understanding of  computer systems (windows/linux), networks (osi  model), software, and database (oracle/sql). ",understand databases (oracle sql),7,0,0,0,0,0,0,0,1,0,
1244,"this topic covers the upkeep, reliable operation,  configuration, and troubleshooting of technical systems,  especially multi-user systems and servers. this topic includes but not be limited to account  management, disk administrations, system process  administration, system task automation, performance  monitoring, optimization, administration of tools for  security and backup of disks and process. ",account management,7,0,0,0,0,0,0,0,1,0,
1245,"this topic covers the upkeep, reliable operation,  configuration, and troubleshooting of technical systems,  especially multi-user systems and servers. this topic includes but not be limited to account  management, disk administrations, system process  administration, system task automation, performance  monitoring, optimization, administration of tools for  security and backup of disks and process. ",disk administration,7,0,0,0,0,0,0,0,1,0,
1246,"this topic covers the upkeep, reliable operation,  configuration, and troubleshooting of technical systems,  especially multi-user systems and servers. this topic includes but not be limited to account  management, disk administrations, system process  administration, system task automation, performance  monitoring, optimization, administration of tools for  security and backup of disks and process. ",system process administration,7,0,0,0,0,0,0,0,1,0,
1247,"this topic covers the upkeep, reliable operation,  configuration, and troubleshooting of technical systems,  especially multi-user systems and servers. this topic includes but not be limited to account  management, disk administrations, system process  administration, system task automation, performance  monitoring, optimization, administration of tools for  security and backup of disks and process. ",system task automation,7,0,0,0,0,0,0,0,1,0,
1248,"this topic covers the upkeep, reliable operation,  configuration, and troubleshooting of technical systems,  especially multi-user systems and servers. this topic includes but not be limited to account  management, disk administrations, system process  administration, system task automation, performance  monitoring, optimization, administration of tools for  security and backup of disks and process. ",performance monitoring,7,0,0,0,0,0,0,0,1,0,
1249,"this topic covers the upkeep, reliable operation,  configuration, and troubleshooting of technical systems,  especially multi-user systems and servers. this topic includes but not be limited to account  management, disk administrations, system process  administration, system task automation, performance  monitoring, optimization, administration of tools for  security and backup of disks and process. ",optimization,7,0,0,0,0,0,0,0,1,0,
1250,"this topic covers the upkeep, reliable operation,  configuration, and troubleshooting of technical systems,  especially multi-user systems and servers. this topic includes but not be limited to account  management, disk administrations, system process  administration, system task automation, performance  monitoring, optimization, administration of tools for  security and backup of disks and process. ",administration of security tools,7,0,0,0,0,0,0,0,1,0,
1251,"this topic covers the upkeep, reliable operation,  configuration, and troubleshooting of technical systems,  especially multi-user systems and servers. this topic includes but not be limited to account  management, disk administrations, system process  administration, system task automation, performance  monitoring, optimization, administration of tools for  security and backup of disks and process. ",backup of disks and processes,7,0,0,0,0,0,0,0,1,0,
1252,"this topic covers managing and maintaining databases  by utilizing available and applicable management system  software. this topic includes but not be limited to installation and  configuration of database servers, creation and  manipulation of schemas, tables, indexes, views,  constraints, stored procedures, functions, user account  creation and administration, and tools for database  backup and recovery. coverage should include the data  storage technologies in wide use as well as emerging  data management technologies. ",installation and configuration of database servers,7,0,0,0,0,0,0,0,1,0,
1253,"this topic covers managing and maintaining databases  by utilizing available and applicable management system  software. this topic includes but not be limited to installation and  configuration of database servers, creation and  manipulation of schemas, tables, indexes, views,  constraints, stored procedures, functions, user account  creation and administration, and tools for database  backup and recovery. coverage should include the data  storage technologies in wide use as well as emerging  data management technologies. ",creation and manipulation of schemas,7,0,0,0,0,0,0,0,1,0,
1254,"this topic covers managing and maintaining databases  by utilizing available and applicable management system  software. this topic includes but not be limited to installation and  configuration of database servers, creation and  manipulation of schemas, tables, indexes, views,  constraints, stored procedures, functions, user account  creation and administration, and tools for database  backup and recovery. coverage should include the data  storage technologies in wide use as well as emerging  data management technologies. ",tables,7,0,0,0,0,0,0,0,1,0,
1255,"this topic covers managing and maintaining databases  by utilizing available and applicable management system  software. this topic includes but not be limited to installation and  configuration of database servers, creation and  manipulation of schemas, tables, indexes, views,  constraints, stored procedures, functions, user account  creation and administration, and tools for database  backup and recovery. coverage should include the data  storage technologies in wide use as well as emerging  data management technologies. ",indexes,7,0,0,0,0,0,0,0,1,0,
1256,"this topic covers managing and maintaining databases  by utilizing available and applicable management system  software. this topic includes but not be limited to installation and  configuration of database servers, creation and  manipulation of schemas, tables, indexes, views,  constraints, stored procedures, functions, user account  creation and administration, and tools for database  backup and recovery. coverage should include the data  storage technologies in wide use as well as emerging  data management technologies. ",views,7,0,0,0,0,0,0,0,1,0,
1257,"this topic covers managing and maintaining databases  by utilizing available and applicable management system  software. this topic includes but not be limited to installation and  configuration of database servers, creation and  manipulation of schemas, tables, indexes, views,  constraints, stored procedures, functions, user account  creation and administration, and tools for database  backup and recovery. coverage should include the data  storage technologies in wide use as well as emerging  data management technologies. ",constraints,7,0,0,0,0,0,0,0,1,0,
1258,"this topic covers managing and maintaining databases  by utilizing available and applicable management system  software. this topic includes but not be limited to installation and  configuration of database servers, creation and  manipulation of schemas, tables, indexes, views,  constraints, stored procedures, functions, user account  creation and administration, and tools for database  backup and recovery. coverage should include the data  storage technologies in wide use as well as emerging  data management technologies. ",stored procedures,7,0,0,0,0,0,0,0,1,0,
1259,"this topic covers managing and maintaining databases  by utilizing available and applicable management system  software. this topic includes but not be limited to installation and  configuration of database servers, creation and  manipulation of schemas, tables, indexes, views,  constraints, stored procedures, functions, user account  creation and administration, and tools for database  backup and recovery. coverage should include the data  storage technologies in wide use as well as emerging  data management technologies. ",functions,7,0,0,0,0,0,0,0,1,0,
1260,"this topic covers managing and maintaining databases  by utilizing available and applicable management system  software. this topic includes but not be limited to installation and  configuration of database servers, creation and  manipulation of schemas, tables, indexes, views,  constraints, stored procedures, functions, user account  creation and administration, and tools for database  backup and recovery. coverage should include the data  storage technologies in wide use as well as emerging  data management technologies. ",user account creation and administration,7,0,0,0,0,0,0,0,1,0,
1261,"this topic covers managing and maintaining databases  by utilizing available and applicable management system  software. this topic includes but not be limited to installation and  configuration of database servers, creation and  manipulation of schemas, tables, indexes, views,  constraints, stored procedures, functions, user account  creation and administration, and tools for database  backup and recovery. coverage should include the data  storage technologies in wide use as well as emerging  data management technologies. ",tools for database backup and recovery,7,0,0,0,0,0,0,0,1,0,
1262,"this topic covers managing and maintaining databases  by utilizing available and applicable management system  software. this topic includes but not be limited to installation and  configuration of database servers, creation and  manipulation of schemas, tables, indexes, views,  constraints, stored procedures, functions, user account  creation and administration, and tools for database  backup and recovery. coverage should include the data  storage technologies in wide use as well as emerging  data management technologies. ",data storage technologies,7,0,0,0,0,0,0,0,1,0,
1263,"this topic covers managing and maintaining databases  by utilizing available and applicable management system  software. this topic includes but not be limited to installation and  configuration of database servers, creation and  manipulation of schemas, tables, indexes, views,  constraints, stored procedures, functions, user account  creation and administration, and tools for database  backup and recovery. coverage should include the data  storage technologies in wide use as well as emerging  data management technologies. ",emerging data management technologies,7,0,0,0,0,0,0,0,1,0,
1264,"network administration relates to installation, and  supporting various network system architectures (lans,  wans, mans, intranets, extranets, perimeter networks  [dmzs], etc.), and other data communication systems. this topic includes but is not limited to the osi model,  securing of network traffic, and tools for configuration  of services. ",installation of network systems,7,0,0,0,0,0,0,0,1,0,
1265,"network administration relates to installation, and  supporting various network system architectures (lans,  wans, mans, intranets, extranets, perimeter networks  [dmzs], etc.), and other data communication systems. this topic includes but is not limited to the osi model,  securing of network traffic, and tools for configuration  of services. ",support of network architectures,7,0,0,0,0,0,0,0,1,0,
1266,"network administration relates to installation, and  supporting various network system architectures (lans,  wans, mans, intranets, extranets, perimeter networks  [dmzs], etc.), and other data communication systems. this topic includes but is not limited to the osi model,  securing of network traffic, and tools for configuration  of services. ",lans,7,0,0,0,0,0,0,0,1,0,
1267,"network administration relates to installation, and  supporting various network system architectures (lans,  wans, mans, intranets, extranets, perimeter networks  [dmzs], etc.), and other data communication systems. this topic includes but is not limited to the osi model,  securing of network traffic, and tools for configuration  of services. ",wans,7,0,0,0,0,0,0,0,1,0,
1268,"network administration relates to installation, and  supporting various network system architectures (lans,  wans, mans, intranets, extranets, perimeter networks  [dmzs], etc.), and other data communication systems. this topic includes but is not limited to the osi model,  securing of network traffic, and tools for configuration  of services. ",mans,7,0,0,0,0,0,0,0,1,0,
1269,"network administration relates to installation, and  supporting various network system architectures (lans,  wans, mans, intranets, extranets, perimeter networks  [dmzs], etc.), and other data communication systems. this topic includes but is not limited to the osi model,  securing of network traffic, and tools for configuration  of services. ",intranets,7,0,0,0,0,0,0,0,1,0,
1270,"network administration relates to installation, and  supporting various network system architectures (lans,  wans, mans, intranets, extranets, perimeter networks  [dmzs], etc.), and other data communication systems. this topic includes but is not limited to the osi model,  securing of network traffic, and tools for configuration  of services. ",extranets,7,0,0,0,0,0,0,0,1,0,
1271,"network administration relates to installation, and  supporting various network system architectures (lans,  wans, mans, intranets, extranets, perimeter networks  [dmzs], etc.), and other data communication systems. this topic includes but is not limited to the osi model,  securing of network traffic, and tools for configuration  of services. ",perimeter networks (dmzs),7,0,0,0,0,0,0,0,1,0,
1272,"network administration relates to installation, and  supporting various network system architectures (lans,  wans, mans, intranets, extranets, perimeter networks  [dmzs], etc.), and other data communication systems. this topic includes but is not limited to the osi model,  securing of network traffic, and tools for configuration  of services. ",osi model,7,0,0,0,0,0,0,0,1,0,
1273,"network administration relates to installation, and  supporting various network system architectures (lans,  wans, mans, intranets, extranets, perimeter networks  [dmzs], etc.), and other data communication systems. this topic includes but is not limited to the osi model,  securing of network traffic, and tools for configuration  of services. ",securing network traffic,7,0,0,0,0,0,0,0,1,0,
1274,"network administration relates to installation, and  supporting various network system architectures (lans,  wans, mans, intranets, extranets, perimeter networks  [dmzs], etc.), and other data communication systems. this topic includes but is not limited to the osi model,  securing of network traffic, and tools for configuration  of services. ",configuration tools for services,7,0,0,0,0,0,0,0,1,0,
1275,"cloud administration refers to the upkeep and reliable  access to a dynamic pool of configurable remote  resources (e.g., networks, servers, storage, applications  and services) that can be rapidly configured, provisioned and released with minimal oversight. this topic includes but is not limited to configuring and  deploying applications and users in cloud infrastructures,  analyzing performance, resource scaling, availability of  cloud platforms, identifying security and privacy issues  and mitigating risks. ",configuring and deploying applications and users in cloud infrastructures,"1,6,7,8 ",0,1,0,0,0,0,1,1,1,
1276,"cloud administration refers to the upkeep and reliable  access to a dynamic pool of configurable remote  resources (e.g., networks, servers, storage, applications  and services) that can be rapidly configured, provisioned and released with minimal oversight. this topic includes but is not limited to configuring and  deploying applications and users in cloud infrastructures,  analyzing performance, resource scaling, availability of  cloud platforms, identifying security and privacy issues  and mitigating risks. ",analyzing performance,"1,6,7,8 ",0,1,0,0,0,0,1,1,1,
1277,"cloud administration refers to the upkeep and reliable  access to a dynamic pool of configurable remote  resources (e.g., networks, servers, storage, applications  and services) that can be rapidly configured, provisioned and released with minimal oversight. this topic includes but is not limited to configuring and  deploying applications and users in cloud infrastructures,  analyzing performance, resource scaling, availability of  cloud platforms, identifying security and privacy issues  and mitigating risks. ",resource scaling,"1,6,7,8 ",0,1,0,0,0,0,1,1,1,
1278,"cloud administration refers to the upkeep and reliable  access to a dynamic pool of configurable remote  resources (e.g., networks, servers, storage, applications  and services) that can be rapidly configured, provisioned and released with minimal oversight. this topic includes but is not limited to configuring and  deploying applications and users in cloud infrastructures,  analyzing performance, resource scaling, availability of  cloud platforms, identifying security and privacy issues  and mitigating risks. ",availability of cloud platforms,"1,6,7,8 ",0,1,0,0,0,0,1,1,1,
1279,"cloud administration refers to the upkeep and reliable  access to a dynamic pool of configurable remote  resources (e.g., networks, servers, storage, applications  and services) that can be rapidly configured, provisioned and released with minimal oversight. this topic includes but is not limited to configuring and  deploying applications and users in cloud infrastructures,  analyzing performance, resource scaling, availability of  cloud platforms, identifying security and privacy issues  and mitigating risks. ",identifying security and privacy issues,"1,6,7,8 ",0,1,0,0,0,0,1,1,1,
1280,"cloud administration refers to the upkeep and reliable  access to a dynamic pool of configurable remote  resources (e.g., networks, servers, storage, applications  and services) that can be rapidly configured, provisioned and released with minimal oversight. this topic includes but is not limited to configuring and  deploying applications and users in cloud infrastructures,  analyzing performance, resource scaling, availability of  cloud platforms, identifying security and privacy issues  and mitigating risks. ",mitigating risks,"1,6,7,8 ",0,1,0,0,0,0,1,1,1,
1281,"cyber-physical systems (cps) are engineered systems  that are built from, and depend upon, the seamless  integration of computational algorithms and physical  components. cps administration refers to installation  and upkeep by ensuring safety, capability, adaptability,  scalability, resiliency, security, and usability.  this topic includes but is not limited to the architecture  of cyber-physical systems, underlying communication  standards (zigbee), middleware, service-oriented  architecture, tools supporting real-time control and  application of real-world examples (power grid, nuclear  facility, iot, scada). ",architecture of cyber physical systems,7,0,0,0,0,0,0,0,1,0,
1282,"cyber-physical systems (cps) are engineered systems  that are built from, and depend upon, the seamless  integration of computational algorithms and physical  components. cps administration refers to installation  and upkeep by ensuring safety, capability, adaptability,  scalability, resiliency, security, and usability.  this topic includes but is not limited to the architecture  of cyber-physical systems, underlying communication  standards (zigbee), middleware, service-oriented  architecture, tools supporting real-time control and  application of real-world examples (power grid, nuclear  facility, iot, scada). ",underlying communication standards (zigbee),7,0,0,0,0,0,0,0,1,0,
1283,"cyber-physical systems (cps) are engineered systems  that are built from, and depend upon, the seamless  integration of computational algorithms and physical  components. cps administration refers to installation  and upkeep by ensuring safety, capability, adaptability,  scalability, resiliency, security, and usability.  this topic includes but is not limited to the architecture  of cyber-physical systems, underlying communication  standards (zigbee), middleware, service-oriented  architecture, tools supporting real-time control and  application of real-world examples (power grid, nuclear  facility, iot, scada). ",middleware,7,0,0,0,0,0,0,0,1,0,
1284,"cyber-physical systems (cps) are engineered systems  that are built from, and depend upon, the seamless  integration of computational algorithms and physical  components. cps administration refers to installation  and upkeep by ensuring safety, capability, adaptability,  scalability, resiliency, security, and usability.  this topic includes but is not limited to the architecture  of cyber-physical systems, underlying communication  standards (zigbee), middleware, service-oriented  architecture, tools supporting real-time control and  application of real-world examples (power grid, nuclear  facility, iot, scada). ",service oriented architecture,7,0,0,0,0,0,0,0,1,0,
1285,"cyber-physical systems (cps) are engineered systems  that are built from, and depend upon, the seamless  integration of computational algorithms and physical  components. cps administration refers to installation  and upkeep by ensuring safety, capability, adaptability,  scalability, resiliency, security, and usability.  this topic includes but is not limited to the architecture  of cyber-physical systems, underlying communication  standards (zigbee), middleware, service-oriented  architecture, tools supporting real-time control and  application of real-world examples (power grid, nuclear  facility, iot, scada). ",tools supporting real time control,7,0,0,0,0,0,0,0,1,0,
1286,"cyber-physical systems (cps) are engineered systems  that are built from, and depend upon, the seamless  integration of computational algorithms and physical  components. cps administration refers to installation  and upkeep by ensuring safety, capability, adaptability,  scalability, resiliency, security, and usability.  this topic includes but is not limited to the architecture  of cyber-physical systems, underlying communication  standards (zigbee), middleware, service-oriented  architecture, tools supporting real-time control and  application of real-world examples (power grid, nuclear  facility, iot, scada). ","application of real world examples (power grid, nuclear facility, iot, scada)",7,0,0,0,0,0,0,0,1,0,
1287,"cyber-physical systems (cps) are engineered systems  that are built from, and depend upon, the seamless  integration of computational algorithms and physical  components. cps administration refers to installation  and upkeep by ensuring safety, capability, adaptability,  scalability, resiliency, security, and usability.  this topic includes but is not limited to the architecture  of cyber-physical systems, underlying communication  standards (zigbee), middleware, service-oriented  architecture, tools supporting real-time control and  application of real-world examples (power grid, nuclear  facility, iot, scada). ",safety,7,0,0,0,0,0,0,0,1,0,
1288,"cyber-physical systems (cps) are engineered systems  that are built from, and depend upon, the seamless  integration of computational algorithms and physical  components. cps administration refers to installation  and upkeep by ensuring safety, capability, adaptability,  scalability, resiliency, security, and usability.  this topic includes but is not limited to the architecture  of cyber-physical systems, underlying communication  standards (zigbee), middleware, service-oriented  architecture, tools supporting real-time control and  application of real-world examples (power grid, nuclear  facility, iot, scada). ",capability,7,0,0,0,0,0,0,0,1,0,
1289,"cyber-physical systems (cps) are engineered systems  that are built from, and depend upon, the seamless  integration of computational algorithms and physical  components. cps administration refers to installation  and upkeep by ensuring safety, capability, adaptability,  scalability, resiliency, security, and usability.  this topic includes but is not limited to the architecture  of cyber-physical systems, underlying communication  standards (zigbee), middleware, service-oriented  architecture, tools supporting real-time control and  application of real-world examples (power grid, nuclear  facility, iot, scada). ",adaptability,7,0,0,0,0,0,0,0,1,0,
1290,"cyber-physical systems (cps) are engineered systems  that are built from, and depend upon, the seamless  integration of computational algorithms and physical  components. cps administration refers to installation  and upkeep by ensuring safety, capability, adaptability,  scalability, resiliency, security, and usability.  this topic includes but is not limited to the architecture  of cyber-physical systems, underlying communication  standards (zigbee), middleware, service-oriented  architecture, tools supporting real-time control and  application of real-world examples (power grid, nuclear  facility, iot, scada). ",scalability,7,0,0,0,0,0,0,0,1,0,
1291,"cyber-physical systems (cps) are engineered systems  that are built from, and depend upon, the seamless  integration of computational algorithms and physical  components. cps administration refers to installation  and upkeep by ensuring safety, capability, adaptability,  scalability, resiliency, security, and usability.  this topic includes but is not limited to the architecture  of cyber-physical systems, underlying communication  standards (zigbee), middleware, service-oriented  architecture, tools supporting real-time control and  application of real-world examples (power grid, nuclear  facility, iot, scada). ",resiliency,7,0,0,0,0,0,0,0,1,0,
1292,"cyber-physical systems (cps) are engineered systems  that are built from, and depend upon, the seamless  integration of computational algorithms and physical  components. cps administration refers to installation  and upkeep by ensuring safety, capability, adaptability,  scalability, resiliency, security, and usability.  this topic includes but is not limited to the architecture  of cyber-physical systems, underlying communication  standards (zigbee), middleware, service-oriented  architecture, tools supporting real-time control and  application of real-world examples (power grid, nuclear  facility, iot, scada). ",security,7,0,0,0,0,0,0,0,1,0,
